case_id,category,problem,expected_answer_kind,expected_answer,raw_response,extracted_code,extraction_status,syntax_status,policy_status,execution_status,stdout,observable_status,parsed_answer,score_error,normalized_actual,automated_correct,failure_reason,manual_reviewed,manual_correct,manual_classification,manual_note
confirm-polynomial-07,polynomial_roots_or_factorization,Find the distinct real roots of (x - 2)**2*(x + 5)**2 = 0 and note that multiplicity does not create new solution values.,finite_set,"[""-5"", ""2""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((x - 2)**2*(x + 5)**2, 0), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((x - 2)**2*(x + 5)**2, 0), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-5, 2}
",observable,"{-5, 2}",,"{-5, 2}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-polynomial-08,polynomial_roots_or_factorization,List every complex root of (2*x - 3)*(x + 2)*(x**2 + 1) = 0.,finite_set,"[""3/2"", ""-2"", ""-I"", ""I""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", complex=True)
result = solveset(Eq((2*x - 3)*(x + 2)*(x**2 + 1), 0), x, domain=S.Complexes)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", complex=True)
result = solveset(Eq((2*x - 3)*(x + 2)*(x**2 + 1), 0), x, domain=S.Complexes)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-2, 3/2, -I, I}
",observable,"{-2, 3/2, -I, I}",,"{-2, 3/2, -I, I}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-polynomial-09,polynomial_roots_or_factorization,Find all complex values x for which x**4 + 4 = 0.,finite_set,"[""-1 - I"", ""-1 + I"", ""1 - I"", ""1 + I""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", complex=True)
result = solveset(Eq(x**4 + 4, 0), x, domain=S.Complexes)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", complex=True)
result = solveset(Eq(x**4 + 4, 0), x, domain=S.Complexes)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-1 - I, -1 + I, 1 - I, 1 + I}
",observable,"{-1 - I, -1 + I, 1 - I, 1 + I}",,"{-1 - I, -1 + I, 1 - I, 1 + I}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-polynomial-10,polynomial_roots_or_factorization,Determine the complete set of complex sixth roots of unity by solving x**6 - 1 = 0 exactly.,finite_set,"[""-1"", ""1"", ""1/2 + sqrt(3)*I/2"", ""1/2 - sqrt(3)*I/2"", ""-1/2 + sqrt(3)*I/2"", ""-1/2 - sqrt(3)*I/2""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", complex=True)
result = solveset(Eq(x**6 - 1, 0), x, domain=S.COMPLEX)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", complex=True)
result = solveset(Eq(x**6 - 1, 0), x, domain=S.COMPLEX)
print(""ANSWER:"", result)",accepted:raw_python,passed,failed,not_reached,,not_reached,,,,False,policy_rejection,True,False,policy_failure,The non-allowlisted and invalid S.COMPLEX attribute was rejected before execution.
confirm-rational-01,rational_equations,Solve (2*x - 5)/(x + 4) = 3/2 over the reals while preserving the original denominator restriction.,finite_set,"[""22""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((2*x - (5))/(x + (4)), Rational(3, 2)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((2*x - (5))/(x + (4)), Rational(3, 2)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {22}
",observable,{22},,{22},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-02,rational_equations,"Find all real x satisfying 1/(x - 2) + 2/(x + 3) = 0, respecting every denominator exclusion.",finite_set,"[""1/3""]","from sympy import Eq, FiniteSet, S, solveset, symbols

x = symbols(""x"", real=True)
domain = S.Reals - FiniteSet(2)
result = solveset(Eq(1/(x - 2) + (2)/(x + 3), 0), x, domain=domain)
print(""ANSWER:"", result)","from sympy import Eq, FiniteSet, S, solveset, symbols

x = symbols(""x"", real=True)
domain = S.Reals - FiniteSet(2)
result = solveset(Eq(1/(x - 2) + (2)/(x + 3), 0), x, domain=domain)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {1/3}
",observable,{1/3},,{1/3},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-03,rational_equations,"Over the reals, solve (x**2 - 16)/(x - 4) = x + 4 under the domain of the unsimplified left side.",interval_set,"""Complement(Interval(-oo, oo), FiniteSet(4))""","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((x**2 - 16)/(x - 4), x + 4), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((x**2 - 16)/(x - 4), x + 4), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Union(Interval.open(-oo, 4), Interval.open(4, oo))
",observable,"Union(Interval.open(-oo, 4), Interval.open(4, oo))",,"Union(Interval.open(-oo, 4), Interval.open(4, oo))",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-04,rational_equations,Determine the real solution set of (x**2 - 25)/(x + 5) = 0 using the original rational domain.,finite_set,"[""5""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((x**2 - 25)/(x + 5), 0), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((x**2 - 25)/(x + 5), 0), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {5}
",observable,{5},,{5},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-05,rational_equations,"For real x != 1, solve 3/(x - 1) = x + 1.",finite_set,"[""-2"", ""2""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(3/(x - 1), x + 1), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(3/(x - 1), x + 1), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-2, 2}
",observable,"{-2, 2}",,"{-2, 2}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-06,rational_equations,Solve 1/x + 1/(x - 4) = 1 over the reals with all original denominator restrictions.,finite_set,"[""3 - sqrt(5)"", ""3 + sqrt(5)""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(1/x + 1/(x - 4), 1), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(1/x + 1/(x - 4), 1), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {3 - sqrt(5), sqrt(5) + 3}
",observable,"{3 - sqrt(5), sqrt(5) + 3}",,"{3 - sqrt(5), sqrt(5) + 3}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-07,rational_equations,"Find real x satisfying (x + 2)/(x - 3) = (x - 1)/(x + 4), retaining the original domain.",finite_set,"[""-1/2""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
equation = Eq(Rational(1, x + (2)), Rational(1, x - (1))).expand()
result = solveset(equation, x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
equation = Eq(Rational(1, x + (2)), Rational(1, x - (1))).expand()
result = solveset(equation, x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,nonzero_exit,,not_reached,,,,False,execution_error:nonzero_exit,True,False,execution_failure,"Rational was called with a symbolic denominator, causing a TypeError before output."
confirm-rational-08,rational_equations,"Over the reals, solve 2/(x + 1) - 5/(x - 2) = 0 without admitting denominator zeros.",finite_set,"[""-3""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2/(x + (1)), Rational(5, x - (2))), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2/(x + (1)), Rational(5, x - (2))), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,nonzero_exit,,not_reached,,,,False,execution_error:nonzero_exit,True,False,execution_failure,"Rational was called with a symbolic denominator, causing a TypeError before output."
confirm-rational-09,rational_equations,Find the real solution set of x/(x - 6) + 6/(6 - x) = 2 under the original domain.,finite_set,[],"from sympy import Eq, FiniteSet, S, solveset, symbols

x = symbols(""x"", real=True)
domain = S.Reals
result = solveset(Eq(x/(x - 6) + 6/(6 - x), 2), x, domain=domain)
print(""ANSWER:"", result)","from sympy import Eq, FiniteSet, S, solveset, symbols

x = symbols(""x"", real=True)
domain = S.Reals
result = solveset(Eq(x/(x - 6) + 6/(6 - x), 2), x, domain=domain)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: EmptySet
",observable,EmptySet,,EmptySet,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-rational-10,rational_equations,"Solve 1/(x + 2) + 1/(x - 2) = x/(x**2 - 4) over the reals, enforcing the unsimplified domain.",finite_set,"[""0""]","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
domain = S.Reals
result = solveset(Eq(1/(x + (2)) + 1/(x - (2)), x/(x**2 - (4)), evaluate=False), x, domain=domain)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
domain = S.Reals
result = solveset(Eq(1/(x + (2)) + 1/(x - (2)), x/(x**2 - (4)), evaluate=False), x, domain=domain)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {0}
",observable,{0},,{0},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-inequality-01,inequalities,Return the real solution set of 5 - 3*x < -7.,interval_set,"""Interval.open(4, oo)""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(5 - 3*x < -7, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(5 - 3*x < -7, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Interval.open(4, oo)
",observable,"Interval.open(4, oo)",,"Interval.open(4, oo)",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-inequality-02,inequalities,"Describe all real x for which (2/3)*x + 1 >= 5, using an interval or equivalent relation.",interval_set,"""Interval(6, oo)""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((2/3)*x + (1) >= 5, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((2/3)*x + (1) >= 5, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Interval(6.00000000000000, oo)
",observable,"Interval(6.00000000000000, oo)",incorrect_answer,"Interval(6.00000000000000, oo)",False,scoring_error:incorrect_answer,True,True,scorer_false_negative,"Interval(6.00000000000000, oo) is the expected closed interval from 6."
confirm-inequality-03,inequalities,Find the complete real solution set of x**2 - 9 <= 0.,interval_set,"""Interval(-3, 3)""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(x**2 - 9 <= 0, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(x**2 - 9 <= 0, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Interval(-3, 3)
",observable,"Interval(-3, 3)",,"Interval(-3, 3)",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-inequality-04,inequalities,Return the real set satisfying (x + 2)*(x - 5) > 0.,interval_set,"""Union(Interval.open(-oo, -2), Interval.open(5, oo))""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((x + 2)*(x - 5) > 0, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((x + 2)*(x - 5) > 0, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Union(Interval.open(-oo, -2), Interval.open(5, oo))
",observable,"Union(Interval.open(-oo, -2), Interval.open(5, oo))",,"Union(Interval.open(-oo, -2), Interval.open(5, oo))",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-inequality-05,inequalities,Solve (x - 4)/(x + 3) <= 0 over the reals and exclude every denominator zero.,interval_set,"""Interval.Lopen(-3, 4)""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((x - 4)/(x + 3) <= 0, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((x - 4)/(x + 3) <= 0, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Interval.Lopen(-3, 4)
",observable,"Interval.Lopen(-3, 4)",,"Interval.Lopen(-3, 4)",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-inequality-06,inequalities,"For real x, solve Abs(x - 1) < 4 and return the interval.",interval_set,"""Interval.open(-3, 5)""","from sympy import Abs, reduce_inequalities, symbols

x = symbols(""x"", real=True)
result = reduce_inequalities([Abs(x - 1) < 4], x).as_set()
print(""ANSWER:"", result)","from sympy import Abs, reduce_inequalities, symbols

x = symbols(""x"", real=True)
result = reduce_inequalities([Abs(x - 1) < 4], x).as_set()
print(""ANSWER:"", result)",accepted:raw_python,passed,failed,not_reached,,not_reached,,,,False,policy_rejection,True,False,policy_failure,The non-allowlisted reduce_inequalities import and call were rejected.
confirm-inequality-07,inequalities,Describe all real solutions of Abs(2*x + 5) >= 3.,interval_set,"""Union(Interval(-oo, -4), Interval(-1, oo))""","from sympy import Abs, solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(Abs(2*x + (5)) >= 3, x, relational=False)
print(""ANSWER:"", result)","from sympy import Abs, solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(Abs(2*x + (5)) >= 3, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: Union(Interval(-oo, -4), Interval(-1, oo))
",observable,"Union(Interval(-oo, -4), Interval(-1, oo))",,"Union(Interval(-oo, -4), Interval(-1, oo))",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-inequality-08,inequalities,Find the real x satisfying both 1 < 2*x + 3 and 2*x + 3 <= 9.,interval_set,"""Interval.Lopen(-1, 3)""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(1 < 2*x + (3) & (2*x + (3)) <= 9, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality(1 < 2*x + (3) & (2*x + (3)) <= 9, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,nonzero_exit,,not_reached,,,,False,execution_error:nonzero_exit,True,False,execution_failure,The compound inequality used invalid operator grouping and raised before output.
confirm-inequality-09,inequalities,Return the real solution set of x**2 + 4*x + 5 > 0.,interval_set,"""Interval(-oo, oo)""","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(x**2 + (4)*x + (5), 0), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(x**2 + (4)*x + (5), 0), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: EmptySet
",observable,EmptySet,incorrect_answer,EmptySet,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The program solved an equality and returned EmptySet instead of all real numbers.
confirm-inequality-10,inequalities,Determine the real solution set of (x - 1)**2 < 0.,interval_set,"""EmptySet""","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((x - 1)**2 < 0, x, relational=False)
print(""ANSWER:"", result)","from sympy import solve_univariate_inequality, symbols

x = symbols(""x"", real=True)
result = solve_univariate_inequality((x - 1)**2 < 0, x, relational=False)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: EmptySet
",observable,EmptySet,,EmptySet,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-simplify-01,simplification_or_evaluation,Expand and combine (3*x + 2)*(2*x**2 - x + 5) as a polynomial equivalent for every x.,symbolic_expression,"""6*x**3 + x**2 + 13*x + 10""","from sympy import expand, symbols

x = symbols(""x"")
result = expand((3*x + 2)*(2*x**2 - x + 5))
print(""ANSWER:"", result)","from sympy import expand, symbols

x = symbols(""x"")
result = expand((3*x + 2)*(2*x**2 - x + 5))
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 6*x**3 + x**2 + 13*x + 10
",observable,6*x**3 + x**2 + 13*x + 10,,6*x**3 + x**2 + 13*x + 10,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-simplify-02,simplification_or_evaluation,Evaluate (7/3)**2 - 5*(7/3) + 4 exactly.,exact_number,"""-20/9""","from sympy import Rational, symbols

x = symbols(""x"", real=True)
result = (7/3)**2 - 5*(7/3) + (4)
result = result.subs(x, Rational(7, 3))
print(""ANSWER:"", result)","from sympy import Rational, symbols

x = symbols(""x"", real=True)
result = (7/3)**2 - 5*(7/3) + (4)
result = result.subs(x, Rational(7, 3))
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,nonzero_exit,,not_reached,,,,False,execution_error:nonzero_exit,True,False,execution_failure,A Python float was treated as a SymPy expression and raised before output.
confirm-simplify-03,simplification_or_evaluation,Let g(t) = 2*t**3 - t**2 + 4. Compute g(-2) exactly.,exact_number,"""-16""","from sympy import symbols

t = symbols(""t"")
g = 2*t**3 - t**2 + (4)
result = g.subs(t, -2)
print(""ANSWER:"", result)","from sympy import symbols

t = symbols(""t"")
g = 2*t**3 - t**2 + (4)
result = g.subs(t, -2)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: -16
",observable,-16,,-16,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-simplify-04,simplification_or_evaluation,Simplify sqrt(98) + sqrt(8) - sqrt(50) exactly using principal real square roots.,exact_number,"""4*sqrt(2)""","from sympy import simplify, sqrt

x = sqrt(98) + sqrt(8) - sqrt(50)
result = simplify(x)
print(""ANSWER:"", result)","from sympy import simplify, sqrt

x = sqrt(98) + sqrt(8) - sqrt(50)
result = simplify(x)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 4*sqrt(2)
",observable,4*sqrt(2),,4*sqrt(2),True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-simplify-05,simplification_or_evaluation,Evaluate (1 + sqrt(5))**2 exactly over the reals.,exact_number,"""6 + 2*sqrt(5)""","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((1 + sqrt(5))**2, x), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq((1 + sqrt(5))**2, x), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {(1 + sqrt(5))**2}
",observable,{(1 + sqrt(5))**2},malformed_answer,,False,scoring_error:malformed_answer,True,True,scorer_false_negative,"The singleton contains (1 + sqrt(5))**2, exactly equal to 6 + 2*sqrt(5)."
confirm-simplify-06,simplification_or_evaluation,Combine (2/3)*x + (5/6)*x - x/4 into an algebraically equivalent expression.,symbolic_expression,"""5*x/4""","from sympy import combine_like_terms, symbols

x = symbols(""x"")
result = combine_like_terms(2/3*x + (5/6)*x - x/4)
print(""ANSWER:"", result)","from sympy import combine_like_terms, symbols

x = symbols(""x"")
result = combine_like_terms(2/3*x + (5/6)*x - x/4)
print(""ANSWER:"", result)",accepted:raw_python,passed,failed,not_reached,,not_reached,,,,False,policy_rejection,True,False,policy_failure,The non-allowlisted combine_like_terms import and call were rejected.
confirm-simplify-07,simplification_or_evaluation,"For h(u, v) = u**2 - 3*u*v + 2*v**2, calculate h(-1, 4) exactly.",exact_number,"""45""","from sympy import symbols

u, v = symbols(""u v"")
h = u**2 - 3*u*v + 2*v**2
result = h.subs({u: -1, v: 4})
print(""ANSWER:"", result)","from sympy import symbols

u, v = symbols(""u v"")
h = u**2 - 3*u*v + 2*v**2
result = h.subs({u: -1, v: 4})
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 45
",observable,45,,45,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-simplify-08,simplification_or_evaluation,Expand and simplify (x - 2*y)**2 + 4*x*y for symbolic x and y.,symbolic_expression,"""x**2 + 4*y**2""","from sympy import expand, symbols

x, y = symbols(""x y"")
result = expand((x - 2*y)**2 + 4*x*y)
print(""ANSWER:"", result)","from sympy import expand, symbols

x, y = symbols(""x y"")
result = expand((x - 2*y)**2 + 4*x*y)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: x**2 + 4*y**2
",observable,x**2 + 4*y**2,,x**2 + 4*y**2,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-simplify-09,simplification_or_evaluation,Evaluate the finite geometric sum 1 + 3 + 3**2 + 3**3 + 3**4 + 3**5 exactly.,exact_number,"""364""","from sympy import symbols

x = symbols(""x"")
result = sum(3**i for i in range(6))
print(""ANSWER:"", result)","from sympy import symbols

x = symbols(""x"")
result = sum(3**i for i in range(6))
print(""ANSWER:"", result)",accepted:raw_python,passed,failed,not_reached,,not_reached,,,,False,policy_rejection,True,False,policy_failure,The non-allowlisted sum call and generator expression were rejected.
confirm-simplify-10,simplification_or_evaluation,Real p and q satisfy p + q = -3 and p*q = -10. Determine p**3 + q**3.,exact_number,"""-117""","from sympy import Eq, S, solveset, symbols

p, q = symbols(""p q"", real=True)
result = solveset(Eq(p**3 + q**3, -10), (p, q), domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, symbols

p, q = symbols(""p q"", real=True)
result = solveset(Eq(p**3 + q**3, -10), (p, q), domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,nonzero_exit,,not_reached,,,,False,execution_error:nonzero_exit,True,False,execution_failure,solveset received a tuple instead of one symbol and raised before output.
confirm-word-01,proportions_and_word_problems,"A recipe uses exactly 3/4 cup of oats for 5 portions. At the same rate, how many cups are required for 14 portions?",exact_number,"""21/10""","from sympy import Rational, symbols

n = symbols(""n"", nonnegative=True)
result = Rational(3, 4)*14
print(""ANSWER:"", result)","from sympy import Rational, symbols

n = symbols(""n"", nonnegative=True)
result = Rational(3, 4)*14
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 21/2
",observable,21/2,incorrect_answer,21/2,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The program multiplied by 14 without dividing the recipe quantity by 5 portions.
confirm-word-02,proportions_and_word_problems,A machine makes 84 parts in exactly 3.5 hours at a constant rate. How many parts does it make in exactly 8.25 hours?,exact_number,"""198""","from sympy import Eq, Rational, symbols, solve

h = symbols(""h"", nonnegative=True)
n = 84
rate = 42
result = solve(Eq(n*(h/3.5), 8.25), h)[0]
print(""ANSWER:"", result)","from sympy import Eq, Rational, symbols, solve

h = symbols(""h"", nonnegative=True)
n = 84
rate = 42
result = solve(Eq(n*(h/3.5), 8.25), h)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 0.343750000000000
",observable,0.343750000000000,incorrect_answer,0.343750000000000,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The rate equation and resulting 0.34375 do not answer the parts question.
confirm-word-03,proportions_and_word_problems,A 12-liter drink is 25% juice. How many liters of pure juice must be added so the final mixture is 40% juice?,exact_number,"""3""","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", real=True)
result = solve(Eq(25 + (40 - 25)*x, 12), x)[0]
print(""ANSWER:"", result)","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", real=True)
result = solve(Eq(25 + (40 - 25)*x, 12), x)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: -13/15
",observable,-13/15,incorrect_answer,-13/15,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The mixture equation is incorrect and produces -13/15 instead of 3.
confirm-word-04,proportions_and_word_problems,Four consecutive positive integers sum to 150. Report the smallest and largest integers.,variable_mapping,"{""largest"": ""39"", ""smallest"": ""36""}","from sympy import Eq, symbols, solve

x = symbols(""x"", positive=True)
total = sum(x + offset for offset in range(4))
result = solve(Eq(total, 150), x)[0]
print(""ANSWER:"", result)","from sympy import Eq, symbols, solve

x = symbols(""x"", positive=True)
total = sum(x + offset for offset in range(4))
result = solve(Eq(total, 150), x)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,failed,not_reached,,not_reached,,,,False,policy_rejection,True,False,policy_failure,The non-allowlisted sum call and generator expression were rejected.
confirm-word-05,proportions_and_word_problems,"After an exact 15% discount, an item costs $68. What was its original price in dollars?",exact_number,"""80""","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", positive=True)
result = solve(Eq(68 - (15/100)*x, x), x)[0]
print(""ANSWER:"", result)","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", positive=True)
result = solve(Eq(68 - (15/100)*x, x), x)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 59.1304347826087
",observable,59.1304347826087,incorrect_answer,59.1304347826087,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The discount equation is incorrect and produces 59.1304 instead of 80.
confirm-word-06,proportions_and_word_problems,"In a fixed pair of gears, the first gear makes 18 turns while the second makes 30. If the second makes 55 turns under the same ratio, how many turns does the first make?",exact_number,"""33""","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", nonnegative=True)
result = solve(Eq(18 + (18/x), 55), x)[0]
print(""ANSWER:"", result)","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", nonnegative=True)
result = solve(Eq(18 + (18/x), 55), x)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 18/37
",observable,18/37,incorrect_answer,18/37,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The gear-ratio equation is incorrect and produces 18/37 instead of 33.
